Target_Name,COS_Observations,COS_ASN_ID,COS_QUALCOM1,COS_QUALCOM2,COS_QUALCOM3,STIS_Median_FluxRatio,STIS_Observations,FOS_Median_FluxRatio,FOS_Observations,HRS1_Median_FluxRatio,HRS1_Observations,HRS2_Median_FluxRatio,HRS2_Observations,IUE_Median_FluxRatio,IUE_Observations,FUSE_Median_FluxRatio,FUSE_Observations
SK-68129,12,LBP504080;LBP504090;LBP5040A0;LBP5040B0,,,,0.09787610777229698,5,,0,,0,,0,,1,,0
PKS0558-504,4,LB3J03010;LB3J03020;LB3J03030;LB3J03040,,,,,0,,0,,0,,0,,0,-0.15598450999039384,2
PKS1136-13,3,LBH416010;LBH416020,,,,,0,0.5113648321721751,157,,0,,0,,0,,0
PKS1302-102,10,LBGL04010;LBGL04020;LBGL04030;LBGL04040;LBGL04050;LBGL04060;LBGL04070;LBGL04080,,,,0.19079336482612108,2,0.7630504637794037,330,,0,,0,0.23528984760911165,2,0.01002650063965432,3
PKS2005-489,8,LB4R03010;LB4R03020;LB4R03030;LB4R03040;LB4R03050;LB4R03060;LB4R03070;LB4R03080,,,,4.901228086958232,4,,0,,0,,0,0.37570493762062085,10,0.8185496144691683,3
PKS2155-304,5,LBGL32010;LBGL32020;LBGL32030;LBGL32040;LBGL32050,,,,0.11256884368388093,4,-0.1127613050290093,115,0.35240543953775466,112,0.3916454187293858,64,0.9909252803137465,108,0.35754412580524914,3
PMNJ1103-2329,10,LBG804060;LBG804070;LBG804080;LBG804090;LBG8040A0;LBG805060;LBG805070;LBG805080;LBG805090;LBG8050A0,,,,0.0523900042332233,1,,0,,0,,0,,0,,0
PSRB0656+14,8,LB4302010;LB4303010,,,,-0.29432068938929645,6,,0,,0,,0,,0,,0
Q0302-003,11,LBGG40060;LBGG40070;LBGG41050;LBGG41060;LBGG41070,,,,,0,,0,,0,,0,,0,,0
RXJ0438.6+1546,4,LEPK1D010;LEPK1D020,,,,-0.9016251328019552,1,,0,,0,,0,,0,,0
RXJ1556.1-3655,4,LESO1C010;LESO1C020,,,,-0.43785280817304306,1,,0,,0,,0,,0,,0
RXJ1852.3-3700,8,LETD2D010;LETD2E010;LETD2E020,,,,-0.8035024805985878,1,,0,,0,,0,,0,,0
RXJ2154.1-4414,11,LB6809030;LB6809040;LB6809050;LB6809060;LB6809070;LB6809080;LB6809090;LB68090A0;LB68090B0;LB68090C0;LB68090D0,,,,0.5386081158457691,1,,0,,0,,0,,0,0.5257376424286713,1
SK-68140,6,LBP505080;LBP5050A0;LBP5050B0,,,,0.23502303766401594,5,,0,,0,,0,0.030229390772177307,2,,0
SK-68129,12,LBP504080;LBP504090;LBP5040A0;LBP5040B0,,,,0.09787610777229698,5,,0,,0,,0,,1,,0
SK-68155,3,LBP5030A0;LBP5030B0,,,,0.08190512112014398,4,,0,,0,,0,,1,,0
SK-6826,8,LDA935010;LDA935020,,,,0.05139701802442009,3,,0,,0,,0,,0,,0
SK-68140,6,LBP505080;LBP5050A0;LBP5050B0,,,,0.23502303766401594,5,,0,,0,,0,0.030229390772177307,2,,0
SK-69279,13,LBP502070;LBP502080;LBP502090;LBP5020A0,,,,0.02505584563372657,4,,0,,0,,0,-0.019571494224863456,2,,0
SK179,8,LEMU5D020;LEMU5D010,,,,,1,,0,,0,,0,,0,,0
SK-68155,3,LBP5030A0;LBP5030B0,,,,0.08190512112014398,4,,0,,0,,0,,1,,0
SK187,5,LETN3C010;LETNCC010,,,,-0.013173807227282208,2,,0,,0,,0,,0,,0
SK191,74,LBBY01010;LBBY01020;LBBY01030;LBBY01040;LBBY03010;LBBY03020;LBBY03030;LBBY03040;LBBY04010;LBBY04020;LBBY04030;LBBY04040;LBBY05010;LBBY05020;LBBY05030;LBBY05040;LBBY06040;LBBY06010;LBBY06020;LBBY06030;LBBY07010;LBBY07020;LBBY07030;LBBY07040;LBNJ01010;LBNJ01020;LBNJ01030;LBNJ01040;LBNJ02010;LBNJ02020;LBNJ02030;LBNJ02040;LBNJ03010;LBNJ03020;LBNJ03030;LBNJ03040;NONE;LBUD01010;LBUD01020;LBUD01030;LBUD01040,,,,-0.06305260670904686,3,,0,,0,,0,,0,-0.07717703660908862,1
SN2009IP,8,LC6502010;LC6502020;LC6502030;LC6502040;LC6502050;LC6502060;LC6502070;LC6502080,,,,,0,,0,,0,,0,,0,,0
SN2010AL,2,LB7S04010,,,,-0.31008116354463716,1,,0,,0,,0,,0,,0
SK-6826,8,LDA935010;LDA935020,,,,0.05139701802442009,3,,0,,0,,0,,0,,0
SN2010JL,6,LBK003010;LBK003020;LBOO22010;LBOO22020;LBOO22030;LBOO22040,,,,-0.9028649019703348,2,,0,,0,,0,,0,,0
SSTC2DJ160000.6-422158,8,LEIQ1C020;LEIQ1C030;LEIQ1D010;LEIQ1D020;LEIQ1D030,,,,,0,,0,,0,,0,,0,,0
SSTC2DJ161243.8-381503,5,LET51C010;LET51C020;LET51D010;LET51D020,,,,-0.721351258164221,1,,0,,0,,0,,0,,0
SSTC2DJ161344.1-373646,4,LEIQ2D010;LEIQ2D020,,,,-0.9400774035800096,1,,0,,0,,0,,0,,0
SZ10,4,LEIL2C010;LEIL2D010;LEILAC010;LEILAD010,,,,-0.785239123396828,1,,0,,0,,0,,0,,0
SZ100,3,LET6AC010;LET6AC020,,,,-0.8084477051860792,2,,0,,0,,0,,0,,0
SZ103,6,LESU1C010;LESU1D010,,,,,1,,0,,0,,0,,0,,0
SZ104,13,LET62C010;LET62D010;LET62E010;LET62F010;LET62F020,,,,-0.8378919396412409,1,,0,,0,,0,,0,,0
SK-69279,13,LBP502070;LBP502080;LBP502090;LBP5020A0,,,,0.02505584563372657,4,,0,,0,,0,-0.019571494224863456,2,,0
SZ110,6,LESU2C010;LESU2C020;LESU2C030,,,,-0.8895654700474649,1,,0,,0,,0,,0,,0
SZ114,12,LESR1C010;LESR1C020;LESR1C030;LESRAC010;LESRAD010;LESRAD020,,,,,0,,0,,0,,0,,0,,0
SZ117,5,LET52D010;LET52D020;LET52D030,,,,-0.9448214722622373,1,,0,,0,,0,,0,,0
SK179,8,LEMU5D020;LEMU5D010,,,,,1,,0,,0,,0,,0,,0
SZ129,3,LESP1C010;LESP1C020,,,,-0.15407687349621996,1,,0,,0,,0,,0,,0
SZ130,9,LEIQDC010;LEIQDC020;LEIQIC010;LEIQIC020;LEIQIC030,,,,-0.9302930436385122,2,,0,,0,,0,,0,,0
SK187,5,LETN3C010;LETNCC010,,,,-0.013173807227282208,2,,0,,0,,0,,0,,0
SZ19,4,LEQM1C010;LEQM1D010,,,,-0.7235368700081933,1,,0,,0,,0,0.3767507819620791,2,,0
SZ66,4,LEIM1D010;LEIM1D020;LEIMAD010,,,,-0.7786133334490706,2,,0,,0,,0,,0,,0
SZ69,5,LEIM2D010;LEIM2D020;LEIMBD020,,,,-0.8701755646774503,2,,0,,0,,0,,0,,0
SK191,74,LBBY01010;LBBY01020;LBBY01030;LBBY01040;LBBY03010;LBBY03020;LBBY03030;LBBY03040;LBBY04010;LBBY04020;LBBY04030;LBBY04040;LBBY05010;LBBY05020;LBBY05030;LBBY05040;LBBY06040;LBBY06010;LBBY06020;LBBY06030;LBBY07010;LBBY07020;LBBY07030;LBBY07040;LBNJ01010;LBNJ01020;LBNJ01030;LBNJ01040;LBNJ02010;LBNJ02020;LBNJ02030;LBNJ02040;LBNJ03010;LBNJ03020;LBNJ03030;LBNJ03040;NONE;LBUD01010;LBUD01020;LBUD01030;LBUD01040,,,,-0.06305260670904686,3,,0,,0,,0,,0,-0.07717703660908862,1
SZ71,3,LEIK1D010;LEIK1D020,,,,-0.9100478130820114,1,,0,,0,,0,,0,,0
SN2009IP,8,LC6502010;LC6502020;LC6502030;LC6502040;LC6502050;LC6502060;LC6502070;LC6502080,,,,,0,,0,,0,,0,,0,,0
SZ72,9,LEIM3C010;LEIM3C020;LEIM3C030;LEIM3D010;LEIM3D020;LEIM3D030,,,,-0.8511260501770308,1,,0,,0,,0,,0,,0
SZ76,7,LEIM4D010;LEIM4D020;LEIMDD010;LEIMDD020,,,,-0.9076796684169111,1,,0,,0,,0,,0,,0
SN2010AL,2,LB7S04010,,,,-0.31008116354463716,1,,0,,0,,0,,0,,0
SZ82,8,LESO2C010;LESO2C020;LESO2D010;LESO2D020,,,,-0.6414326938645261,1,,0,,0,,0,,0,,0
SN2010JL,6,LBK003010;LBK003020;LBOO22010;LBOO22020;LBOO22030;LBOO22040,,,,-0.9028649019703348,2,,0,,0,,0,,0,,0
SSTC2DJ160000.6-422158,8,LEIQ1C020;LEIQ1C030;LEIQ1D010;LEIQ1D020;LEIQ1D030,,,,,0,,0,,0,,0,,0,,0
SZ97,3,LET53E010;LET53E020,,,,-0.7318484506971711,1,,0,,0,,0,,0,,0
SZ98,10,LESP2C010;LESP2D010;LESP2E010;LESP2F010,,,,-0.8642833718221707,1,,0,,0,,0,,0,,0
SSTC2DJ161243.8-381503,5,LET51C010;LET51C020;LET51D010;LET51D020,,,,-0.721351258164221,1,,0,,0,,0,,0,,0
SZ99,4,LESU3D010;LESU3D020;LESU3D030,,,,-0.8584163111555948,1,,0,,0,,0,,0,,0
SSTC2DJ161344.1-373646,4,LEIQ2D010;LEIQ2D020,,,,-0.9400774035800096,1,,0,,0,,0,,0,,0
TOI-1468,9,LF7Z11010;LF7Z11020;LF7Z12010,,,,-0.868931905711114,2,,0,,0,,0,,0,,0
SZ10,4,LEIL2C010;LEIL2D010;LEILAC010;LEILAD010,,,,-0.785239123396828,1,,0,,0,,0,,0,,0
TOI-561,4,LFH933010,,,,-0.9728487263492375,1,,0,,0,,0,,0,,0
SZ100,3,LET6AC010;LET6AC020,,,,-0.8084477051860792,2,,0,,0,,0,,0,,0
TONS210,12,LBH001010;LBH001020;LBH001030;LBH001040,,,,-0.3961103732389726,5,,0,,0,,0,,0,0.1458800475852705,2
SZ103,6,LESU1C010;LESU1D010,,,,,1,,0,,0,,0,,0,,0
TWA13A,7,LBMC01010;LBMC01020;LBMC01030;LBMC01040;LBMC01050,,,,-0.7346287197650604,2,,0,,0,,0,,0,,0
SZ104,13,LET62C010;LET62D010;LET62E010;LET62F010;LET62F020,,,,-0.8378919396412409,1,,0,,0,,0,,0,,0
UM425,16,LDAR02010;LDAR02020;LDAR02030;LDAR02040,,,,,0,,10,,0,,0,,2,,0
SZ110,6,LESU2C010;LESU2C020;LESU2C030,,,,-0.8895654700474649,1,,0,,0,,0,,0,,0
SZ114,12,LESR1C010;LESR1C020;LESR1C030;LESRAC010;LESRAD010;LESRAD020,,,,,0,,0,,0,,0,,0,,0
V4046SGR,8,LB3Q01030;LB3Q01040;LB3Q01050;LB3Q01060;LB3Q01070;LB3Q01080;LB3Q01090;LB3Q010A0,,,,,0,,0,,0,,0,,0,,0
SZ117,5,LET52D010;LET52D020;LET52D030,,,,-0.9448214722622373,1,,0,,0,,0,,0,,0
SZ129,3,LESP1C010;LESP1C020,,,,-0.15407687349621996,1,,0,,0,,0,,0,,0
VIIZW403,2,LF9G05010,,,,-0.9474195758331936,7,,0,,0,,0,,0,,0
SZ130,9,LEIQDC010;LEIQDC020;LEIQIC010;LEIQIC020;LEIQIC030,,,,-0.9302930436385122,2,,0,,0,,0,,0,,0
WASP-12,35,LB2Z01010;LB2Z02010;LCAVW1010;LCAVW3010;LCAVW5010;LCAVW6010;LCAVW7010,,,,,20,,0,,0,,0,,0,,0
WASP-18,8,LCJY01010,,,,,0,,0,,0,,0,,0,,0
WASP-29,15,LD9M25010;LD9M26010;LD9M27010,,,,0.3498380994594168,29,,0,,0,,0,,0,,0
SZ19,4,LEQM1C010;LEQM1D010,,,,-0.7235368700081933,1,,0,,0,,0,0.3767507819620791,2,,0
SZ66,4,LEIM1D010;LEIM1D020;LEIMAD010,,,,-0.7786133334490706,2,,0,,0,,0,,0,,0
WASP-43,4,LFH927010,,,,-0.9825311965594282,14,,0,,0,,0,,0,,0
SZ69,5,LEIM2D010;LEIM2D020;LEIMBD020,,,,-0.8701755646774503,2,,0,,0,,0,,0,,0
WASP-69,15,LD9M34010;LD9M35010;LD9M36010,,,,0.7409405070693773,42,,0,,0,,0,,0,,0
SZ71,3,LEIK1D010;LEIK1D020,,,,-0.9100478130820114,1,,0,,0,,0,,0,,0
WASP-80,16,LD9M46010;LD9M47010;LD9M48010;LD9MW8010,,,,0.8475228731462672,29,,0,,0,,0,,0,,0
SZ72,9,LEIM3C010;LEIM3C020;LEIM3C030;LEIM3D010;LEIM3D020;LEIM3D030,,,,-0.8511260501770308,1,,0,,0,,0,,0,,0
SZ76,7,LEIM4D010;LEIM4D020;LEIMDD010;LEIMDD020,,,,-0.9076796684169111,1,,0,,0,,0,,0,,0
SZ82,8,LESO2C010;LESO2C020;LESO2D010;LESO2D020,,,,-0.6414326938645261,1,,0,,0,,0,,0,,0
SZ97,3,LET53E010;LET53E020,,,,-0.7318484506971711,1,,0,,0,,0,,0,,0
SZ98,10,LESP2C010;LESP2D010;LESP2E010;LESP2F010,,,,-0.8642833718221707,1,,0,,0,,0,,0,,0
